window_idx,node_idx,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7
1,8,7.233333110809326,7.504147052764893,0.0,33.0,9.0,11.0,0.06896551698446274,217.0
1,9,8.066666603088379,3.6049349308013916,3.0,16.0,11.0,9.0,-0.06896551698446274,242.0
1,10,114.06666564941406,50.144412994384766,20.0,239.0,151.0,46.0,-3.620689630508423,3422.0
1,11,5.4666666984558105,3.7659292221069336,0.0,14.0,11.0,1.0,-0.3448275923728943,164.0
1,12,13.466666221618652,6.9221062660217285,3.0,33.0,13.0,9.0,-0.13793103396892548,404.0
1,13,142.86666870117188,64.54751586914062,55.0,340.0,150.0,78.0,-2.4827585220336914,4286.0
1,14,3.433333396911621,2.512413740158081,0.0,10.0,5.0,1.0,-0.13793103396892548,103.0
1,15,11.166666984558105,4.740487575531006,3.0,23.0,15.0,6.0,-0.3103448152542114,335.0
1,16,6.800000190734863,4.361956596374512,0.0,18.0,16.0,3.0,-0.4482758641242981,204.0
1,17,5.766666889190674,4.673923015594482,0.0,16.0,10.0,3.0,-0.24137930572032928,173.0
1,18,22.33333396911621,11.160446166992188,0.0,41.0,31.0,14.0,-0.5862069129943848,670.0
1,19,24.100000381469727,12.458866119384766,3.0,58.0,26.0,16.0,-0.3448275923728943,723.0
1,20,8.533333778381348,6.23823356628418,0.0,24.0,9.0,4.0,-0.17241379618644714,256.0
1,21,14.5,11.661189079284668,0.0,43.0,19.0,0.0,-0.6551724076271057,435.0
1,22,6.5,3.293933868408203,0.0,14.0,9.0,4.0,-0.17241379618644714,195.0
1,23,39.766666412353516,18.027170181274414,6.0,85.0,54.0,19.0,-1.2068965435028076,1193.0
1,24,86.26667022705078,31.36764144897461,26.0,163.0,100.0,59.0,-1.4137930870056152,2588.0
1,25,84.06666564941406,36.890769958496094,25.0,181.0,106.0,61.0,-1.5517241954803467,2522.0
1,26,53.83333206176758,20.162809371948242,18.0,105.0,73.0,40.0,-1.137930989265442,1615.0
1,27,6.666666507720947,4.260933876037598,1.0,18.0,8.0,3.0,-0.17241379618644714,200.0
1,28,4.666666507720947,3.329998254776001,0.0,15.0,15.0,0.0,-0.517241358757019,140.0
1,29,25.633333206176758,8.384443283081055,13.0,50.0,34.0,25.0,-0.3103448152542114,769.0
1,30,15.399999618530273,13.35315227508545,0.0,48.0,28.0,20.0,-0.27586206793785095,462.0
1,31,7.366666793823242,8.154685020446777,0.0,28.0,18.0,0.0,-0.6206896305084229,221.0
1,32,135.10000610351562,51.2629508972168,48.0,258.0,150.0,74.0,-2.620689630508423,4053.0
1,33,9.800000190734863,7.578038215637207,0.0,31.0,9.0,3.0,-0.2068965584039688,294.0
2,0,123.23332977294922,49.263702392578125,40.0,233.0,123.0,114.0,-0.3103448152542114,3697.0
2,1,9.133333206176758,5.408224105834961,0.0,24.0,14.0,8.0,-0.2068965584039688,274.0
2,2,3.9666666984558105,3.1883468627929688,0.0,11.0,4.0,4.0,0.0,119.0
2,3,12.733333587646484,6.860191345214844,0.0,25.0,9.0,20.0,0.37931033968925476,382.0
2,4,5.800000190734863,4.10203218460083,0.0,20.0,6.0,8.0,0.06896551698446274,174.0
2,5,90.69999694824219,32.432647705078125,30.0,180.0,116.0,63.0,-1.8275861740112305,2721.0
2,6,34.63333511352539,13.161770820617676,11.0,64.0,46.0,25.0,-0.7241379022598267,1039.0
2,7,7.133333206176758,7.4999260902404785,0.0,33.0,8.0,6.0,-0.06896551698446274,214.0
